#,What is your Artist name? ,Have you heard of botted playlists and fake streams before? ,Are you aware of how botted playlists and fake streams can affect your career?,Were you aware that several agencies use botted playlists and pay for fake streams for their artists?,Did you know that when you use botted playlists or fake streams you are at risk of having your music removed from Spotify?,Do you know about algorithmic playlists such as 'Discover Weekly' and 'Release Radar'?,Did you know that Liberty Music PR does not work with botted / fake playlists?,Did you know that Liberty Music PR only uses organic playlists and is a trusted agency when it comes to playlisting services? ,Response Type,Start Date (UTC),Stage Date (UTC),Submit Date (UTC),Network ID,Tags,Ending
ot32a2ku6ci4vae22tpqbot32pwmzzn9,Mar Omin,Yes,Yes,No,No,Yes,Yes,Yes,completed,2022-10-08 14:30:12,,2022-10-08 14:31:05,58d01db0da,,
ezojfsnpvtoc1totc8yc4ezojfskxkjc,Aural Air,Yes,Yes,No,Yes,Yes,Yes,Yes,completed,2022-10-06 20:37:49,,2022-10-06 20:38:33,dd5e27ca95,,
okpkkudh3z83hl8okpk01pmlgq0bmu57,ADELINE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-10-06 20:26:23,,2022-10-06 20:50:27,1d1ae46b71,,
0ob7tlm2r0p45klk8s68cm870ob7tll5,Pearl Earl,Yes,No,Yes,No,Yes,Yes,Yes,completed,2022-10-05 14:59:08,,2022-10-05 15:00:54,c75013fa1d,,
ek0z4bbn99xjb1cqcfek0z4bj32wt7m8,MATT V,No,No,Yes,Yes,Yes,Yes,Yes,completed,2022-10-05 12:42:35,,2022-10-05 12:43:30,9b613e2497,,
zbhc2d0rt3yhxwyvi5zbhc8hsmhfr9s0,HEBE,No,No,No,Yes,Yes,Yes,Yes,completed,2022-10-05 07:52:00,,2022-10-05 07:52:44,26d799b2b0,,
fxhw6jelb6is871k0gf35qtfxhw6je5j,Samarra Samone,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-10-05 03:41:07,,2022-10-05 03:42:01,9020169902,,
7n8nwyrtf4tcj8grzkq2b7n8nwyrj882,Enkay47,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-10-04 22:24:16,,2022-10-04 22:24:49,561cb7d53d,,
k5ilonsxkasxdm6zckk5ilons4avnw7v,Dylan Kearns,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-10-03 19:38:04,,2022-10-03 19:38:43,85d62c8284,,
jkoyal4qowhi7m82f6z9jjkoya8oia5o,Madison Steinbruck,No,No,No,No,Yes,Yes,Yes,completed,2022-10-01 00:07:32,,2022-10-01 00:08:10,f7df6a3994,,
loiwp2aka31tva7jhx1qloiwlthd9jes,Larissa Mirru,Yes,No,No,No,No,No,No,completed,2022-09-29 19:04:26,,2022-09-29 19:05:31,0805322ee1,,
i9mtaoiiy70wolc4jz7i9mta4m3t0tuf,Salarymen,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-09-29 12:36:17,,2022-09-29 12:37:06,dfdde28345,,
20ra95ey12a4o2qc9b9hz20ra95ycjj8,Tyler Shamy,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-09-29 03:53:15,,2022-09-29 03:53:45,8eab78a7a1,,
w46a9vkiu7yaxsrw46a93sz2wnii72qa,A Permanent Shadow,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-09-28 09:46:20,,2022-09-28 09:46:53,614fcffe99,,
r5dmrnm05jalf5r5dmrn1dsp395cs4iv,Feinte,Yes,No,Yes,Yes,Yes,Yes,Yes,completed,2022-09-27 21:20:10,,2022-09-27 21:20:59,ed7f679d76,,
bu0g5zhz6br0o7p2rkbu0g5zjqaq3e6q,Sonny Zero,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-09-27 18:26:28,,2022-09-27 18:26:56,c352bfd411,,
kg7ckl1ohs5xla9dkg7ck5l1as8tb46e,Adée,Yes,No,Yes,Yes,Yes,Yes,Yes,completed,2022-09-27 18:23:58,,2022-09-27 18:24:46,e91a1cfc4c,,
o74d3g9v35wfvpatg6o74d8x1yvbjoh2,Ursa Major,No,No,No,No,Yes,Yes,Yes,completed,2022-09-26 19:37:49,,2022-09-26 19:38:16,3cad980d16,,
bd5g938kyqwn0l6pxsvbd5g9367dedxl,Ursa Major,No,No,No,No,Yes,No,No,completed,2022-09-26 19:37:07,,2022-09-26 19:37:44,3cad980d16,,
ukw71p1sotd0u43ltiukw71pzd370ba0,DK Verano,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-09-26 13:25:08,,2022-09-26 13:28:30,09472683c6,,
rznawh5e6dnmoqz2rznawod2vyfrngsn,Clifford,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-09-23 14:35:03,,2022-09-23 14:36:29,ddea3ede11,,
5izc2x6ddzxobuuf5izixgby96ot13lz,Bisca Rae,Yes,No,Yes,Yes,Yes,Yes,Yes,completed,2022-09-22 18:25:57,,2022-09-22 18:26:41,699cd8c961,,
tc6j1lc2lgxtxmutc6thf6o6t6a62vmt,Caylene,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-09-22 04:52:51,,2022-09-22 04:53:23,7bd6571b49,,
wk7n3ae83c7r12wk7xq866qsoe282fuj,Tina Rix,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-09-21 18:24:21,,2022-09-21 18:25:08,874d33bd65,,
idsrhfxxjwt6voei4n08idsrhpx93fby,Jodré,Yes,No,No,Yes,Yes,Yes,Yes,completed,2022-09-21 12:54:50,,2022-09-21 12:55:30,7b15132717,,
jsjugck1gmw2j5zigejsjugccydhct9l,Ivar & The Horde,Yes,Yes,No,Yes,Yes,Yes,Yes,completed,2022-09-20 12:43:42,,2022-09-20 12:45:15,9110917de0,,
wnimcbhbdj4h31kn33jwnimck9bb2xjg,Greyson Chance,No,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-09-19 17:27:05,,2022-09-19 17:27:46,1bbc2bbb39,,
cpda11r3gupp8awilf0fp7cpda118gt8,Charlie Mat,Yes,Yes,No,No,Yes,Yes,Yes,completed,2022-09-18 23:52:57,,2022-09-18 23:53:45,3ee32b60b2,,
bz92ryjiira0poxbz92g0ou4101npbf2,Charlie Mat,Yes,Yes,No,No,Yes,Yes,Yes,completed,2022-09-18 23:51:52,,2022-09-18 23:52:44,3ee32b60b2,,
18j63x9rdugm5418j63mhx0o2795rl27,Lucy May Walker,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-09-16 10:49:19,,2022-09-16 10:50:04,ff2a0ead10,,
emdll5pq2u6k9ud4w9zn3semdllfc0se,Chen Ron,No,Yes,No,No,Yes,Yes,Yes,completed,2022-09-16 09:08:00,,2022-09-16 09:09:45,42996766e1,,
6lfxkub2v5ljwkhoec6lfxkubsocd36s,Theo Ogundipe,Yes,No,No,No,Yes,Yes,Yes,completed,2022-09-14 13:05:35,,2022-09-14 13:06:23,a63ecd1c84,,
2ofwa7193qougrbk8dzmke92ofwa71tr,Cephas,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-09-13 00:40:11,,2022-09-13 00:41:02,29adcd7c29,,
kulkpjldrf521zec3nnkulk3rjbugehg,Nour Rakha,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-09-11 00:48:51,,2022-09-11 00:49:49,93b035a2b5,,
n5u3bv8tca8mfk7mucr0n5u3bv86qssz,Arian Rad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-09-10 00:25:56,,2022-09-10 00:26:43,faea27a252,,
ajjo4z4um9qszrakwnukajjopr5y1rmu,Shelana Azora,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-09-09 19:08:54,,2022-09-09 19:09:24,c03623e5e3,,
ys5t02od7szyuux0qb3ys5t02o2mt177,PASES,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-09-09 17:19:01,,2022-09-09 17:19:57,7bb6112604,,
dmxcjmafvibwykjyavimrqdmxcjmafhj,Venus Dragon,Yes,Yes,No,Yes,Yes,No,No,completed,2022-09-09 12:21:57,,2022-09-09 12:34:09,f974865490,,
u4oqdtnelz770mptlzvdu4oqdtn0436g,Georgia Jones,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-09-07 03:59:25,,2022-09-07 04:00:05,3b280b4372,,
0j2gio47hk6e4dhr4i9kwa0j2gi53wbm,Hila Rabby,No,No,No,No,Yes,Yes,Yes,completed,2022-09-06 15:19:43,,2022-09-06 15:20:51,cadfc031ab,,
wgyvchx49569w4sabyjwgy0hi6gqzx6n,FLYNN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-09-06 14:43:39,,2022-09-06 14:44:10,56fee84693,,
97x6s39l7myb67df5htvy97x6s39xuqa,Charli Fletcher,Yes,No,Yes,No,Yes,Yes,Yes,completed,2022-09-05 09:55:51,,2022-09-05 09:56:46,6cfb9a06b3,,
64wsirxr4uks9qcxts64wsirk9gxjmev,Jodie Mellor,Yes,Yes,No,Yes,Yes,Yes,Yes,completed,2022-09-02 20:22:06,,2022-09-02 20:22:38,b89ba16178,,
ierrupllemte607tweqierrunlmnw0dl,mithrilblue,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-09-02 17:27:09,,2022-09-02 17:27:44,03a27377b1,,
4re8kyr2567kmdv4re8gsxrx22akuq76,Dr Jaymz,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-09-02 14:48:54,,2022-09-02 14:49:40,f1ccc9675f,,
k9mbpqcs6gd98ll9gk9mbptl1yn5id77,FLYNN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-09-02 05:03:46,,2022-09-02 05:04:36,56fee84693,,
8cn52nug3j4jyzt5h8fz8cn5j6ijpvbj,Dewon,Yes,No,No,No,Yes,Yes,Yes,completed,2022-09-01 14:46:57,,2022-09-01 14:47:55,19b1056710,,
ze48hoppc9r3dl1i5o1v309ze48hopvv,Matilda,Yes,Yes,No,Yes,Yes,Yes,Yes,completed,2022-08-31 14:59:48,,2022-08-31 15:00:52,c46901fb11,,
2ovhn5mdtes5b26t8nl82ovhnwi5otqw,Ronnie Zyon,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-08-31 14:08:14,,2022-08-31 14:08:41,f7adba82f5,,
vrfr6nqhzuzt8vrltl0l3wqmhguurxde,Amanda Simons,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-08-31 12:41:56,,2022-08-31 12:42:36,7b7a073120,,
2mavkcze0fgs2mauhjuvst8pwhjfkway,Brandi Vezina,Yes,Yes,Yes,Yes,Yes,Yes,,completed,2022-08-30 18:29:47,,2022-08-30 18:30:17,fe8aa4a33a,,
ut4negpdksaqutj89fu6ydb5z7os7j8t,Brandi Vezina,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-08-30 18:29:01,,2022-08-30 18:29:40,fe8aa4a33a,,
a81gm0v2408qvwum0pvo8a81gm0k5ox7,LVTee,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-08-30 16:49:09,,2022-08-30 16:49:43,11e584d821,,
bambetcsgs1twhmibok0ibambetxr8sf,JaVill,Yes,Yes,No,Yes,Yes,No,No,completed,2022-08-29 20:56:07,,2022-08-29 20:56:49,785f450eca,,
42265a1o2fwy15a6fa42263ovyuu5ax5,David Poe,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-08-25 18:05:19,,2022-08-25 18:05:56,53cf7727b9,,
yld33cv5ud6xq216mw0yld33cv5t42c9,Ruffin,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-08-25 14:07:30,,2022-08-25 14:08:18,518fb9ad7a,,
y328c30oiffz4j0z4fpaty328c3g736g,Ocna,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-08-24 11:04:18,,2022-08-24 11:04:54,74a3411462,,
m5oxfxfjgsi2kxxavr2v5zm5oxf68frd,Anastave,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-08-23 21:17:54,,2022-08-23 21:20:11,e88d26f3e8,,
ytzdokvzuxc9f4xzrsblcrytzdokzs0o,Ami-Claire,No,No,No,No,Yes,Yes,Yes,completed,2022-08-23 20:10:39,,2022-08-23 20:11:29,0b1f4ca3e5,,
px3l6xcfe634bcpx36k9ujh87jvsqs1h,633,Yes,No,Yes,Yes,Yes,Yes,Yes,completed,2022-08-23 16:20:59,,2022-08-23 16:22:05,5e4dd60df3,,
ry2vnqk1bd0z8eo3p7dry2vnqsygvypa,Robbi Niles,No,No,No,No,Yes,Yes,,completed,2022-08-23 14:09:41,,2022-08-23 14:10:46,d1cb71e03f,,
kby30ik4tfqdt8vq0kby30ik2qs7izps,New World Ray,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-08-23 00:10:25,,2022-08-23 00:10:57,7d92ccc1b5,,
eywzwwv7rzjrfv34kfieywzwwwb89i1r,New World Ray,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-08-23 00:06:32,,2022-08-23 00:10:15,7d92ccc1b5,,
8jsx1ppffukfu7i8jsxiibcxunpllbfe,Jason Bajada,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-08-22 20:31:25,,2022-08-22 20:31:56,815c9f257f,,
xt4lu6wfs6jqt2ovpvfxt4qymb2jnjrr,rjhoff,Yes,Yes,No,Yes,Yes,Yes,Yes,completed,2022-08-22 20:05:11,,2022-08-22 20:05:46,299e6ae6a8,,
cq5cyjsgzyzsoa7m5ycq5cyj2fszjpzm,Dex channels,Yes,No,No,No,Yes,Yes,Yes,completed,2022-08-22 18:04:34,,2022-08-22 18:05:02,7ff96377ca,,
1rv2kvz2oeer6amnf4tvqt1rv2kvz2ym,Dex channels,No,Yes,No,Yes,Yes,No,Yes,completed,2022-08-22 18:03:42,,2022-08-22 18:04:26,7ff96377ca,,
fsyj83ecs6007bkfd7wfsyj83ev9162n,Rilo Wye,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-08-21 01:33:02,,2022-08-21 01:34:32,03ea8a43e5,,
ljrhk4b1cs39kgaejgrshljrh7aj8wmb,Judd,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-08-20 18:15:11,,2022-08-20 18:16:23,49227b82be,,
ct81505ep92zxv98gbnuct81505lu52m,Third Party Incidents,Yes,No,Yes,No,Yes,Yes,Yes,completed,2022-08-20 03:49:30,,2022-08-20 03:51:48,2821a4ea95,,
m4famreihw459mom4famr6we2l3ikjm1,Amanda Stewart,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-08-19 17:02:31,,2022-08-19 17:02:54,cb7ce876cd,,
urm7r54ihsxedpjdurm7ralg3gc67yvp,StartFromSKratch,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-08-18 21:29:03,,2022-08-18 21:29:35,e12fc9e959,,
a1bm0s2d3hn6aodvy5dva1bm0s2phsqt,Strawberry Blonde,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-08-18 17:33:55,,2022-08-18 17:34:39,b764db1e03,,
teimzawjyudtateimem72czex7810vem,THISMINORITY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-08-18 13:05:45,,2022-08-18 13:06:24,90dc8a21d3,,
65txlr4fq41p6j4q465tccvcpctzfw00,Me + Nobody,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-08-18 00:01:52,,2022-08-18 00:03:22,12c22731ac,,
ug18m5q3gn20j19nb2xug18m5qw761u2,The Refusers,Yes,No,No,No,No,No,No,completed,2022-08-17 16:56:55,,2022-08-17 16:58:18,591a9485f7,,
de407f5qaezs3de405ngmjbn5flr7gms,Anastave,Yes,No,No,No,Yes,Yes,Yes,completed,2022-08-17 16:04:26,,2022-08-17 16:10:37,7d9cc500de,,
3qv1c18dlu56665no3o4663qv1c18or4,Anastave,Yes,No,No,No,Yes,Yes,Yes,completed,2022-08-17 16:03:05,,2022-08-17 16:04:19,7d9cc500de,,
u8sk4wgm4qzo8yu8ska56dqwx9wv59q1,Keith Heart,Yes,No,Yes,No,Yes,No,No,completed,2022-08-17 02:17:09,,2022-08-17 02:17:49,7967396a61,,
5jbktbxlfsje9vnti5jbkik8o6748gi4,KANIKA,Yes,Yes,Yes,Yes,No,Yes,Yes,completed,2022-08-16 23:06:07,,2022-08-16 23:06:54,4eaa7f589b,,
rml9uf2pwoaxr677no2hrml9ufjshmlg,IKONIK,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-08-16 19:40:09,,2022-08-16 19:40:54,ec463ddb19,,
kx9r2unc92gkx9rt5lx35ve52xt8vt21,The Silver Lines,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-08-16 17:50:37,,2022-08-16 17:51:08,f7960a50a4,,
b0h10zqnmflmpqub0h10zqnxsas6cfgp,Keeper,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-08-16 12:25:47,,2022-08-16 12:26:23,1b0cb44b0b,,
97aeup0vl40a1ctjbr75pa97aeup5sa7,Nikki Taylor Vibe (Nikki Taylor),Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-08-15 18:38:09,,2022-08-15 18:39:01,c81cb9923d,,
f98r4h7yzonbe5f98r45pza9ag36bidi,Sofia Ford,No,No,No,No,No,Yes,Yes,completed,2022-08-15 13:00:19,,2022-08-15 13:00:48,9b9be4c612,,
30i7ur4wdkk2cjwfv30i7ua417dakx5o,Jay Doce,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-08-13 00:08:26,,2022-08-13 00:08:46,774357586f,,
u61fgphssg12vnkf9uw39u61fgphml7j,Jack Duff,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-08-12 21:05:56,,2022-08-12 21:06:43,3236535c90,,
o14lvhz42217tpu8ro148r0nt0h7kiru,MAKAVELIGODD,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-08-12 12:11:47,,2022-08-12 12:12:29,c9181c2b71,,
cn7ftqeddvbhpjqufkdcn7ftqut69so7,Big Slice,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-08-12 11:27:24,,2022-08-12 11:28:11,77fed53765,,
gp0hsvb7ec5ewfi9gp0hsydf59pk5dxw,Bianca Jade,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-08-11 13:58:52,,2022-08-11 13:59:27,2d617cf9e8,,
zaotp9wkly1612p4e0zaotapdr68zemg,Jboz,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-08-10 23:40:54,,2022-08-10 23:41:23,fe0b6a000d,,
3254bgm6ephiso83254bn8kro3wgu9xm,Zander Long,Yes,Yes,Yes,No,Yes,Yes,Yes,completed,2022-08-10 19:34:30,,2022-08-10 19:35:07,0350122e75,,
mdsz0vdxcxbha7ff0dp25mdsz0vrrp1u,Katana,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-08-10 16:40:48,,2022-08-10 16:41:24,e34354400b,,
yvhsz24qt4p7uzwsubojyvhs15772yv7,To Hell With Tradition,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-08-10 12:00:39,,2022-08-10 12:01:22,490fc9ccc3,,
lkkoiw1hz809mouj14eqrlkkrpln20hz,Steve Hensby Band,No,No,No,No,No,Yes,Yes,completed,2022-08-10 06:15:15,,2022-08-10 06:15:57,12f8710141,,
67gxijf9qxo1eo5667gxi3wqxdz5xsia,EJ Michels,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-08-09 19:01:35,,2022-08-09 19:03:29,64bd55e9df,,
2o9mdonzwbk2hki36h92o9mdoszolh6m,Matt Ó,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-08-09 16:24:46,,2022-08-09 16:25:19,3d56329c53,,
36etxrk3fobgoobsfn9z36etxrp1kbdv,Agency (featuring Champ & Shuggs),Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-08-09 14:12:32,,2022-08-09 14:12:52,7c8e00f3ce,,
pa41sx7wkuktxqbn2nppa41shew31wfr,Agency (featuring Champ & Shuggs),Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-08-09 14:12:05,,2022-08-09 14:12:26,7c8e00f3ce,,
q6z76d5fmjdjl6hq6z76d5oc9ijvyouv,Agency (featuring Champ & Shuggs),,Yes,Yes,Yes,Yes,Yes,,completed,2022-08-09 14:11:22,,2022-08-09 14:12:00,7c8e00f3ce,,
yk8xyv0wvxa10zhzpyk8r4ry4c4c3mtz,Suchii,,No,No,No,Yes,No,No,completed,2022-08-08 18:39:17,,2022-08-08 18:39:46,46cab237ad,,
jabtyngsjtt5ep11gjabypvqtmoch4ib,Lily Kaplan,No,No,No,No,Yes,Yes,Yes,completed,2022-08-08 15:34:53,,2022-08-08 15:35:18,4dd4b3c202,,
p26g5sj55t3jvvop26g50iu7br6thoth,Kize Bae,Yes,Yes,No,Yes,Yes,Yes,Yes,completed,2022-08-05 09:13:26,,2022-08-05 09:13:59,3d361e9325,,
9nne4pkek7x7f9nnehk2n3wn1gwesun5,19 Miles Per Hour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-08-04 21:31:18,,2022-08-04 21:32:00,57fafe8262,,
kswyrpke6gr3kswyr51r6mc1l4df4vao,Marz Fay,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-08-04 20:58:42,,2022-08-04 20:59:00,1b121b50a9,,
o8zk4vu558xepc33y6bo8zk4v3uj9o9u,Marz Fay,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-08-04 20:57:37,,2022-08-04 20:58:35,1b121b50a9,,
vs3jtl66d495eyz9mnvs3jtlh82hv8cl,Silvi,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-08-04 17:50:07,,2022-08-04 17:50:48,2fc4aef729,,
4tucwb43ar8e0jf1pfs4tucw13arppp9,tommy.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-08-04 15:08:26,,2022-08-04 15:09:00,e217a960e9,,
o9mscy1ltdgm8ltgco1o9mscqex5f7fb,C4. Benard,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-08-04 03:38:14,,2022-08-04 03:38:56,15c3316ade,,
x73wf0ct6d82xsyntkn6r05x73wf0jc7,Endie,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-08-03 16:59:32,,2022-08-03 17:00:12,15dc21c5d4,,
cosf4exlwibelu5izu6picosf4e0ls19,Lily Kaplan,No,No,No,No,Yes,Yes,Yes,completed,2022-08-03 16:38:25,,2022-08-03 16:39:05,79b7063a96,,
e5ixj00io7dxa08aaoy9nse5ixxs8i6q,Jay Doce,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-08-03 15:21:00,,2022-08-03 15:21:23,1fe9897e5b,,
x282379b0fpq62c96x28tec1ykyz12zd,hunter 505,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-08-03 04:53:30,,2022-08-03 04:54:01,67aea75605,,
z1js6w8vwofryknkxrkz1js6nlxwyqkz,Mikaila Murphy,No,No,No,No,No,Yes,Yes,completed,2022-08-02 23:58:58,,2022-08-02 23:59:32,dd96e9276c,,
5thy9w3nhhadk7p5t8esyth0tgxlj79j,DinoVert,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-08-02 02:44:56,,2022-08-02 02:45:52,c9a5d95c1c,,
hsow2tr1r5ftoa0r5x3oihsow2tr16ld,C Choppa,,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-08-01 13:40:24,,2022-08-01 13:41:04,79458cdf4f,,
todljmopl1xhkz26uatouu345q2aq438,Alexandra John,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-07-30 00:32:10,,2022-07-30 00:33:15,e7ac27e5bb,,
t8mkedswvg00tslt8mkedt3mbsyzbo66,Alien Of Nature,No,No,No,No,No,Yes,Yes,completed,2022-07-28 20:40:14,,2022-07-28 20:40:58,ec07d3289a,,
q5gfeeo7rg2jgoxpq5gfegdhz240c56x,Moose with a Scarf,Yes,No,Yes,Yes,Yes,No,Yes,completed,2022-07-27 17:12:34,,2022-07-27 17:13:17,e67865611b,,
7u9guuwf09fo9u7iv5sfr7u9guu5go6k,Deuon Smith,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-07-27 10:06:31,,2022-07-27 10:07:04,abfb962851,,
u8kp22kqivdhz45flpfigzu8kp22kzn2,Deuon Smith,Yes,Yes,Yes,No,Yes,Yes,Yes,completed,2022-07-27 10:05:22,,2022-07-27 10:06:20,abfb962851,,
pb6bgrd6jed50vtk7sbpb6bgrktgd1mj,Alien Of Nature,Yes,No,No,No,No,No,No,completed,2022-07-26 16:47:20,,2022-07-26 16:48:45,1f2a150402,,
s7kabsxc1n1wbiv9s6v0rk0noikbvx2q,august at night,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-07-26 13:14:30,,2022-07-26 13:15:10,845cc50cc0,,
t34cf4xoxjocp0yhnjt34cf4xyditd2e,Ridi,Yes,Yes,Yes,Yes,Yes,No,No,completed,2022-07-26 11:44:28,,2022-07-26 11:45:41,697d370ca5,,
5mf0a1gl2ngwjb2wbh5mf0a10uqx6ojt,Josh Rose,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-07-25 21:41:28,,2022-07-25 21:41:59,a0d4816a01,,
ax0ty9l89o05h0ax0t0xhentpoa8fw33,Daphne Jane,No,No,No,No,Yes,No,No,completed,2022-07-25 19:22:42,,2022-07-25 19:23:18,a4baec202a,,
lf6p3en10pfd3qgirflf6p3zb2762l6c,Sasha Chaa,Yes,No,No,Yes,Yes,,Yes,completed,2022-07-22 15:44:01,,2022-07-22 15:44:50,60e884fa09,,
w3mqylc4hry8p98qw3mm72a1w4jfgi35,Desire The Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-07-22 06:47:45,,2022-07-22 06:53:28,61eec57c23,,
nxeiyf043vswvxd5nxglpvnog25p69gl,Benny Duhay,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-07-22 02:48:13,,2022-07-22 02:48:58,1781c9052c,,
o7be1dj7e2z4h6bpo7be46yq2ghyraw3,Zethray,Yes,No,Yes,No,Yes,Yes,Yes,completed,2022-07-21 19:19:45,,2022-07-21 19:20:42,ef80986db5,,
luwgvrm2508wguwgw7zluwgvh1ajf3hn,Zethray,Yes,No,No,No,Yes,Yes,Yes,completed,2022-07-21 19:18:46,,2022-07-21 19:19:33,ef80986db5,,
qmzamk6blf2ey3zgetklqmzamk9kt5a8,Ava Bryant,Yes,No,Yes,No,Yes,Yes,Yes,completed,2022-07-21 19:15:31,,2022-07-21 19:16:16,75f8ca4f7b,,
4nvk0ky8twrlo7mk9c64nvk0hdm32f7l,ROJOR,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-07-21 12:31:54,,2022-07-21 12:32:48,ce4ce38ea3,,
odqk5s56etzizj12m335odqk5swxv6tr,Rapta,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-07-20 11:38:22,,2022-07-20 11:38:57,a26f31a459,,
paa32ibrgsqyxl3bkp95npaa32rftqik,Eli Waltz,Yes,No,Yes,No,Yes,Yes,Yes,completed,2022-07-19 20:48:16,,2022-07-19 20:49:13,9b0ae9a0ce,,
slyvudwdl8sdnpn42slyvudpqjjs4gq4,Blue Glass,Yes,No,No,No,Yes,Yes,Yes,completed,2022-07-19 12:30:31,,2022-07-19 12:32:11,6c8bf285a4,,
34nf9tg5583lfye30y34nf9qcem8dxky,"Cellz, Blue Glass",Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-07-19 09:41:48,,2022-07-19 09:42:34,c23d8171af,,
